INSERT INTO Taxi VALUES ('YPP6492', 'Renault', 'Citroen', '2003', 'LP881328');
INSERT INTO Taxi VALUES ('HDE4032', 'GWM', 'GWM', '1998', 'UP917355');
INSERT INTO Taxi VALUES ('YOE3725', 'Renault', 'Peugeot', '2010', 'VK382858');
INSERT INTO Taxi VALUES ('JTW3115', 'Renault', 'Mitsubishi', '2014', 'EB172124');
INSERT INTO Taxi VALUES ('PZZ5586', 'Suzuki', 'Renault', '2019', 'QC460880');
INSERT INTO Taxi VALUES ('ITT8868', 'Honda', 'Honda', '2012', 'ZI440598');
INSERT INTO Taxi VALUES ('LEN5071', 'Suzuki', 'BWM', '2005', 'IQ435773');
INSERT INTO Taxi VALUES ('EYO7543', 'Renault', 'Suzuki', '2011', 'QE975088');
INSERT INTO Taxi VALUES ('RLL2583', 'Nissan', 'Mitsubishi', '2005', 'ZA329817');
INSERT INTO Taxi VALUES ('SVC8538', 'Mitsubishi', 'Mitsubishi', '2019', 'WO248647');
INSERT INTO Taxi VALUES ('JFM2887', 'BYD', 'Marcopolo', '2001', 'FG155525');
INSERT INTO Taxi VALUES ('UMN4335', 'Suzuki', 'Nissan', '2007', 'TR035629');
INSERT INTO Taxi VALUES ('BBR7453', 'Nissan', 'Citroen', '2010', 'AL174275');
INSERT INTO Taxi VALUES ('EPH1460', 'Jeep', 'BWM', '2008', 'TX175176');
INSERT INTO Taxi VALUES ('LOR8711', 'Honda', 'Suzuki', '2016', 'WV802707');
INSERT INTO Taxi VALUES ('JQZ2894', 'Renault', 'Suzuki', '2002', 'XU030392');
INSERT INTO Taxi VALUES ('TKH9494', 'Toyota', 'Fiat', '2021', 'JL994578');
INSERT INTO Taxi VALUES ('DJA7544', 'Jeep', 'BYD', '2022', 'UO169726');
INSERT INTO Taxi VALUES ('ISF6524', 'Mitsubishi', 'Suzuki', '2011', 'KI817305');
INSERT INTO Taxi VALUES ('CTW0280', 'Fiat', 'Jeep', '2001', 'KL621246');
INSERT INTO Taxi VALUES ('AWT8414', 'Nissan', 'Citroen', '2021', 'OK033108');
INSERT INTO Taxi VALUES ('RNY0940', 'Volkswagen', 'Citroen', '1998', 'PF209858');
INSERT INTO Taxi VALUES ('TEF9845', 'Jaguar', 'Honda', '2015', 'GE458055');
INSERT INTO Taxi VALUES ('FWZ1301', 'Peugeot', 'BYD', '2022', 'OL143570');
INSERT INTO Taxi VALUES ('YEJ6305', 'BWM', 'Volkswagen', '2018', 'WG843718');
INSERT INTO Taxi VALUES ('OUY6595', 'Fiat', 'Citroen', '2003', 'UI660486');
INSERT INTO Taxi VALUES ('HVE7348', 'Suzuki', 'Peugeot', '2004', 'RH129826');
INSERT INTO Taxi VALUES ('QAU2953', 'Toyota', 'Jeep', '2013', 'OF538349');
INSERT INTO Taxi VALUES ('VWX4140', 'Renault', 'BWM', '1998', 'AH754482');
INSERT INTO Taxi VALUES ('ZEJ5895', 'Fiat', 'Nissan', '2012', 'LY071169');
INSERT INTO Taxi VALUES ('QZB8475', 'Jaguar', 'Peugeot', '2009', 'CM905024');
INSERT INTO Taxi VALUES ('QHD3978', 'Honda', 'Fiat', '2023', 'EL484741');
INSERT INTO Taxi VALUES ('TUL1869', 'Fiat', 'Fiat', '2018', 'PZ631157');
INSERT INTO Taxi VALUES ('KLF4579', 'Jeep', 'Volkswagen', '2018', 'PD206217');
INSERT INTO Taxi VALUES ('THZ6762', 'Citroen', 'Citroen', '2010', 'NQ811670');
INSERT INTO Taxi VALUES ('VCN0846', 'Fiat', 'BWM', '2020', 'FS269589');
INSERT INTO Taxi VALUES ('RSO6589', 'BYD', 'BWM', '2016', 'CQ770783');
INSERT INTO Taxi VALUES ('JNL4985', 'Citroen', 'Nissan', '2008', 'OT771556');
INSERT INTO Taxi VALUES ('ZXS3245', 'Suzuki', 'Peugeot', '2012', 'AH679877');
INSERT INTO Taxi VALUES ('MBR0750', 'Fiat', 'Volkswagen', '2023', 'KJ951193');
INSERT INTO Taxi VALUES ('PDS7689', 'Marcopolo', 'Jaguar', '2011', 'HR977145');
INSERT INTO Taxi VALUES ('HTR6767', 'Peugeot', 'Suzuki', '2022', 'YR689409');
INSERT INTO Taxi VALUES ('KTX1457', 'BWM', 'Citroen', '1999', 'TT820993');
INSERT INTO Taxi VALUES ('LUJ4563', 'Citroen', 'Volkswagen', '2016', 'EI039420');
INSERT INTO Taxi VALUES ('ESY3355', 'Marcopolo', 'Mitsubishi', '2016', 'ES523128');
INSERT INTO Taxi VALUES ('GJK7032', 'Fiat', 'Fiat', '2024', 'NC924739');
INSERT INTO Taxi VALUES ('COO6450', 'Volkswagen', 'Peugeot', '2002', 'CN883742');
INSERT INTO Taxi VALUES ('MRU3705', 'Renault', 'Honda', '2000', 'VS598629');
INSERT INTO Taxi VALUES ('ROR0848', 'Suzuki', 'BWM', '2009', 'LA062052');
INSERT INTO Taxi VALUES ('ATA1605', 'Mitsubishi', 'Mitsubishi', '2006', 'DC193000');
INSERT INTO Taxi VALUES ('UEX2230', 'Honda', 'Citroen', '2013', 'EL585259');
INSERT INTO Taxi VALUES ('LPA1741', 'Mitsubishi', 'Volkswagen', '2004', 'HZ706066');
INSERT INTO Taxi VALUES ('HOK9853', 'Peugeot', 'BWM', '2002', 'RX262655');
INSERT INTO Taxi VALUES ('POT9888', 'Honda', 'Mitsubishi', '2006', 'QC826061');
INSERT INTO Taxi VALUES ('EBF9926', 'Peugeot', 'Marcopolo', '2003', 'KE141688');
INSERT INTO Taxi VALUES ('MIP3757', 'BYD', 'Jeep', '2016', 'SE719624');
INSERT INTO Taxi VALUES ('VIS6186', 'Volkswagen', 'Honda', '2022', 'IK698365');
INSERT INTO Taxi VALUES ('XFC4590', 'Toyota', 'Peugeot', '2001', 'MJ424628');
INSERT INTO Taxi VALUES ('MBB0262', 'Honda', 'GWM', '2003', 'YR409302');
INSERT INTO Taxi VALUES ('EIW9133', 'Honda', 'BWM', '2018', 'RA756176');
INSERT INTO Taxi VALUES ('TBE2594', 'Peugeot', 'Nissan', '2024', 'NJ191568');
INSERT INTO Taxi VALUES ('ZXX0579', 'BWM', 'Volkswagen', '2006', 'JP442410');
INSERT INTO Taxi VALUES ('CJN6422', 'Peugeot', 'Jeep', '1998', 'YA654621');
INSERT INTO Taxi VALUES ('BGV2243', 'Volkswagen', 'Fiat', '2020', 'DJ683813');
INSERT INTO Taxi VALUES ('CBS3930', 'Volkswagen', 'Jaguar', '2000', 'CD105530');
INSERT INTO Taxi VALUES ('WTM0400', 'Citroen', 'Peugeot', '2011', 'RV926796');
INSERT INTO Taxi VALUES ('MUR7152', 'BWM', 'Jeep', '2008', 'CE139845');
INSERT INTO Taxi VALUES ('FAI6866', 'Jaguar', 'BWM', '2001', 'SD799434');
INSERT INTO Taxi VALUES ('LZL1973', 'Nissan', 'Volkswagen', '2014', 'ZS878484');
INSERT INTO Taxi VALUES ('YIE8445', 'Citroen', 'Jaguar', '2023', 'HQ125340');
INSERT INTO Taxi VALUES ('SXG5924', 'Mitsubishi', 'GWM', '2023', 'VC690184');
INSERT INTO Taxi VALUES ('MUN1393', 'GWM', 'Mitsubishi', '2013', 'FM971186');
INSERT INTO Taxi VALUES ('QHK7335', 'Citroen', 'Nissan', '2001', 'NJ185050');
INSERT INTO Taxi VALUES ('NRM1581', 'GWM', 'GWM', '1998', 'UJ053864');
INSERT INTO Taxi VALUES ('SFE0757', 'Fiat', 'Volkswagen', '2015', 'HG224605');
INSERT INTO Taxi VALUES ('DMA3846', 'Nissan', 'Volkswagen', '2002', 'OB246018');
INSERT INTO Taxi VALUES ('CKR8436', 'Honda', 'Fiat', '2019', 'IU995188');
INSERT INTO Taxi VALUES ('FRD2659', 'Fiat', 'Fiat', '2019', 'VT760793');
INSERT INTO Taxi VALUES ('LXG4418', 'BWM', 'Nissan', '2014', 'VU899066');
INSERT INTO Taxi VALUES ('FUG3863', 'Volkswagen', 'Volkswagen', '2021', 'WO351056');
INSERT INTO Taxi VALUES ('VHK0157', 'Peugeot', 'Mitsubishi', '2010', 'PR894779');
INSERT INTO Taxi VALUES ('TQQ4150', 'BWM', 'Mitsubishi', '2003', 'KB217780');
INSERT INTO Taxi VALUES ('WRY1388', 'Jaguar', 'Renault', '2021', 'WJ421504');
INSERT INTO Taxi VALUES ('RJL2327', 'Mitsubishi', 'BWM', '2016', 'VL346274');
INSERT INTO Taxi VALUES ('RXP5931', 'Renault', 'Volkswagen', '2019', 'GI794337');
INSERT INTO Taxi VALUES ('KDX7641', 'Jaguar', 'Nissan', '2024', 'HL604054');
INSERT INTO Taxi VALUES ('QFJ2846', 'Mitsubishi', 'Mitsubishi', '2021', 'GI702038');
INSERT INTO Taxi VALUES ('SEU9914', 'Citroen', 'Citroen', '2024', 'KJ093628');
INSERT INTO Taxi VALUES ('OMU8366', 'Mitsubishi', 'GWM', '2012', 'TR483965');
INSERT INTO Taxi VALUES ('GSB8376', 'Citroen', 'Suzuki', '1999', 'PW165849');
INSERT INTO Taxi VALUES ('QQQ2864', 'Volkswagen', 'Citroen', '2018', 'FH353135');
INSERT INTO Taxi VALUES ('HEF2871', 'Citroen', 'Volkswagen', '1999', 'XB410705');
INSERT INTO Taxi VALUES ('QVK1312', 'Mitsubishi', 'Jeep', '2014', 'MS365731');
INSERT INTO Taxi VALUES ('MFU2739', 'Jeep', 'Citroen', '2022', 'JA683220');
INSERT INTO Taxi VALUES ('HVA6101', 'GWM', 'Volkswagen', '2005', 'UR095693');
INSERT INTO Taxi VALUES ('BWD3662', 'Mitsubishi', 'Volkswagen', '2022', 'TK852404');
INSERT INTO Taxi VALUES ('NPA8415', 'Renault', 'Volkswagen', '2004', 'IX485261');
INSERT INTO Taxi VALUES ('VTZ6691', 'Volkswagen', 'Honda', '2017', 'OA249090');
INSERT INTO Taxi VALUES ('JJV6595', 'Jeep', 'Renault', '2019', 'KV281489');
INSERT INTO Taxi VALUES ('CNJ5601', 'Jaguar', 'Nissan', '2010', 'JN212965');
INSERT INTO Taxi VALUES ('YAH8628', 'Honda', 'BYD', '2023', 'ZY868830');
INSERT INTO Taxi VALUES ('NMQ8468', 'Jaguar', 'Mitsubishi', '2016', 'DN655964');
INSERT INTO Taxi VALUES ('NXK8747', 'Fiat', 'Jaguar', '2004', 'CH123726');
INSERT INTO Taxi VALUES ('BSY8175', 'Honda', 'Volkswagen', '2018', 'SM482149');
INSERT INTO Taxi VALUES ('NWY2531', 'Renault', 'Volkswagen', '2021', 'EB979590');
INSERT INTO Taxi VALUES ('ATK7478', 'Nissan', 'Jaguar', '2023', 'ZG622880');
INSERT INTO Taxi VALUES ('HDX2317', 'Renault', 'Renault', '2006', 'DT070410');
INSERT INTO Taxi VALUES ('GBT3416', 'BWM', 'Jaguar', '2003', 'HL070810');
INSERT INTO Taxi VALUES ('AXQ1146', 'Suzuki', 'Suzuki', '2008', 'VU431925');
INSERT INTO Taxi VALUES ('KXN5366', 'Marcopolo', 'Peugeot', '2010', 'JI285281');
INSERT INTO Taxi VALUES ('BCS6869', 'Citroen', 'Volkswagen', '2001', 'NE553769');
INSERT INTO Taxi VALUES ('ZMO3603', 'Nissan', 'Jaguar', '2002', 'NE975946');
INSERT INTO Taxi VALUES ('DZG2686', 'Fiat', 'Volkswagen', '2010', 'VY105952');
INSERT INTO Taxi VALUES ('XEY7154', 'BWM', 'Nissan', '2010', 'MU859625');
INSERT INTO Taxi VALUES ('UUF2513', 'Jeep', 'BYD', '2016', 'UO981977');
INSERT INTO Taxi VALUES ('WSH5913', 'Honda', 'BWM', '2001', 'LQ550413');
INSERT INTO Taxi VALUES ('WRR5512', 'Peugeot', 'Nissan', '2021', 'AA092194');
INSERT INTO Taxi VALUES ('PPV6359', 'Nissan', 'Marcopolo', '2015', 'ZO357262');
INSERT INTO Taxi VALUES ('ELD6825', 'Renault', 'Peugeot', '2011', 'JR210589');
INSERT INTO Taxi VALUES ('XYM0638', 'Citroen', 'Mitsubishi', '2011', 'ZT853382');
INSERT INTO Taxi VALUES ('SWM2874', 'Nissan', 'Renault', '2000', 'MK092544');
INSERT INTO Taxi VALUES ('MWP8022', 'Peugeot', 'Jeep', '2006', 'AI389461');
INSERT INTO Taxi VALUES ('RDX8793', 'BYD', 'Fiat', '2017', 'SG181497');
INSERT INTO Taxi VALUES ('PKZ3227', 'Fiat', 'Renault', '2014', 'LR255307');
INSERT INTO Taxi VALUES ('LJJ7650', 'Volkswagen', 'Marcopolo', '2017', 'LN101270');
INSERT INTO Taxi VALUES ('ENS5869', 'Marcopolo', 'Nissan', '2000', 'BB428350');
INSERT INTO Taxi VALUES ('JZE8796', 'BYD', 'Nissan', '2003', 'WY632850');
INSERT INTO Taxi VALUES ('JKQ9275', 'BWM', 'Jaguar', '2005', 'WS016135');
INSERT INTO Taxi VALUES ('LOS5522', 'Mitsubishi', 'Toyota', '2011', 'ZG492690');
INSERT INTO Taxi VALUES ('JLM5172', 'Citroen', 'Citroen', '2001', 'BV052591');
INSERT INTO Taxi VALUES ('KSJ4053', 'Suzuki', 'Suzuki', '2024', 'DO305730');
INSERT INTO Taxi VALUES ('NJZ1268', 'GWM', 'BWM', '1998', 'JE026563');
INSERT INTO Taxi VALUES ('GWD6142', 'Jaguar', 'Volkswagen', '1998', 'RL725716');
INSERT INTO Taxi VALUES ('SDW2408', 'Suzuki', 'Nissan', '2019', 'FN198613');
INSERT INTO Taxi VALUES ('WWJ6606', 'Suzuki', 'Jaguar', '2001', 'HP118743');
INSERT INTO Taxi VALUES ('MKS7044', 'Marcopolo', 'Suzuki', '2009', 'BB457072');
INSERT INTO Taxi VALUES ('DCS0059', 'Fiat', 'Mitsubishi', '2012', 'ZP539006');
INSERT INTO Taxi VALUES ('KZU8169', 'Renault', 'Fiat', '2000', 'PX423525');
INSERT INTO Taxi VALUES ('LNU3768', 'Nissan', 'BWM', '2006', 'ZD608463');
INSERT INTO Taxi VALUES ('MWS3123', 'Suzuki', 'Nissan', '2002', 'YC627292');
INSERT INTO Taxi VALUES ('QLM1300', 'Citroen', 'BWM', '2012', 'PA350964');
INSERT INTO Taxi VALUES ('POW1233', 'Jeep', 'Citroen', '2021', 'GC600102');
INSERT INTO Taxi VALUES ('ECN2506', 'Renault', 'Peugeot', '2003', 'LG563141');
INSERT INTO Taxi VALUES ('HLN2376', 'Nissan', 'Honda', '2024', 'PF867338');
INSERT INTO Taxi VALUES ('UPL3855', 'GWM', 'Jaguar', '2014', 'WP682975');
INSERT INTO Taxi VALUES ('PMN6170', 'Nissan', 'Jeep', '2012', 'XD474011');
INSERT INTO Taxi VALUES ('LVF4472', 'Jeep', 'Fiat', '2019', 'BU263477');
INSERT INTO Taxi VALUES ('TOI4977', 'Mitsubishi', 'Fiat', '2011', 'AS373651');
INSERT INTO Taxi VALUES ('MVS9994', 'Volkswagen', 'Marcopolo', '2000', 'PU133285');
INSERT INTO Taxi VALUES ('FVF0762', 'Renault', 'Nissan', '2011', 'LQ328392');
INSERT INTO Taxi VALUES ('YYR8684', 'Volkswagen', 'Jaguar', '2019', 'GQ513489');
INSERT INTO Taxi VALUES ('UCN0263', 'Nissan', 'Suzuki', '2005', 'ML234431');
INSERT INTO Taxi VALUES ('GSW8774', 'Honda', 'Honda', '2011', 'GP614821');
INSERT INTO Taxi VALUES ('EBQ6304', 'BYD', 'Citroen', '2006', 'BQ726353');
INSERT INTO Taxi VALUES ('MHT0801', 'Volkswagen', 'Fiat', '2001', 'RC033644');
INSERT INTO Taxi VALUES ('TPC4968', 'Suzuki', 'Nissan', '2022', 'WH699847');
INSERT INTO Taxi VALUES ('OYN0064', 'Jeep', 'Suzuki', '2010', 'QF847441');
INSERT INTO Taxi VALUES ('PKX2923', 'Peugeot', 'Mitsubishi', '2007', 'LB810125');
INSERT INTO Taxi VALUES ('EDH2085', 'Honda', 'Mitsubishi', '2018', 'WV775710');
INSERT INTO Taxi VALUES ('RHG3169', 'BYD', 'Jaguar', '2019', 'LT408209');
INSERT INTO Taxi VALUES ('SYF1151', 'Nissan', 'GWM', '1999', 'WQ910311');
INSERT INTO Taxi VALUES ('PYA8980', 'Marcopolo', 'Marcopolo', '2002', 'RE025799');
INSERT INTO Taxi VALUES ('MOI2290', 'Honda', 'Citroen', '2019', 'ML855705');
INSERT INTO Taxi VALUES ('SXW5467', 'Jeep', 'Mitsubishi', '2006', 'BI803053');
INSERT INTO Taxi VALUES ('TSE1039', 'Honda', 'Peugeot', '2011', 'RC596116');
INSERT INTO Taxi VALUES ('RGD1812', 'Jeep', 'Volkswagen', '2019', 'CD615300');
INSERT INTO Taxi VALUES ('THZ5185', 'Mitsubishi', 'Jaguar', '2006', 'OP897793');
INSERT INTO Taxi VALUES ('HKA0798', 'Volkswagen', 'Honda', '2024', 'IX524320');
INSERT INTO Taxi VALUES ('BCX0007', 'Jeep', 'Nissan', '2012', 'CJ535602');
INSERT INTO Taxi VALUES ('CWC1002', 'Honda', 'Renault', '2014', 'GW961009');
INSERT INTO Taxi VALUES ('XBC3545', 'Honda', 'Fiat', '2018', 'JI884580');
INSERT INTO Taxi VALUES ('WQX4367', 'BYD', 'Suzuki', '2011', 'VS624540');
INSERT INTO Taxi VALUES ('UTQ8381', 'Fiat', 'Mitsubishi', '2005', 'BH474583');
INSERT INTO Taxi VALUES ('FRY3755', 'BWM', 'Mitsubishi', '2008', 'DM262588');
INSERT INTO Taxi VALUES ('SBF5310', 'Jeep', 'Nissan', '2001', 'YL981494');
INSERT INTO Taxi VALUES ('VOR8656', 'Mitsubishi', 'Fiat', '1998', 'FE282606');
INSERT INTO Taxi VALUES ('AOH4159', 'Nissan', 'Nissan', '2016', 'ZX109352');
INSERT INTO Taxi VALUES ('BJJ1387', 'Suzuki', 'Citroen', '2014', 'IM797000');
INSERT INTO Taxi VALUES ('QIM3819', 'Honda', 'BYD', '2002', 'XH713005');
INSERT INTO Taxi VALUES ('APB6455', 'Jeep', 'Nissan', '1999', 'IV563150');
INSERT INTO Taxi VALUES ('GMN9299', 'Suzuki', 'BWM', '2014', 'TA661967');
INSERT INTO Taxi VALUES ('CYF4357', 'Nissan', 'Citroen', '2003', 'LG016428');
INSERT INTO Taxi VALUES ('BLU9066', 'BWM', 'Renault', '2006', 'LN542706');
INSERT INTO Taxi VALUES ('HEF5340', 'Honda', 'Citroen', '2000', 'XD198639');
INSERT INTO Taxi VALUES ('BPP0059', 'Volkswagen', 'Jaguar', '2002', 'RA732001');
INSERT INTO Taxi VALUES ('UOS6008', 'Suzuki', 'BYD', '2009', 'QP553078');
INSERT INTO Taxi VALUES ('PQS2090', 'Volkswagen', 'Nissan', '1999', 'RH935154');
INSERT INTO Taxi VALUES ('HLW9793', 'Peugeot', 'Nissan', '2011', 'ZN268784');
INSERT INTO Taxi VALUES ('STR3749', 'Suzuki', 'Suzuki', '2004', 'QY015158');
INSERT INTO Taxi VALUES ('XYS2220', 'BWM', 'Mitsubishi', '2001', 'EF764107');
INSERT INTO Taxi VALUES ('PHB6438', 'Jeep', 'Nissan', '2014', 'EF960401');
INSERT INTO Taxi VALUES ('BLF8266', 'Jaguar', 'BYD', '2016', 'HC221205');
INSERT INTO Taxi VALUES ('KPF2171', 'GWM', 'Peugeot', '2019', 'IL191164');
INSERT INTO Taxi VALUES ('XFS3264', 'Renault', 'Marcopolo', '2019', 'EW204909');
INSERT INTO Taxi VALUES ('YOF0573', 'Mitsubishi', 'Suzuki', '1999', 'UN571248');
INSERT INTO Taxi VALUES ('TWS5536', 'Suzuki', 'Honda', '2020', 'NG468375');
INSERT INTO Taxi VALUES ('YOH4049', 'Volkswagen', 'BWM', '1998', 'FR075747');
INSERT INTO Taxi VALUES ('RHC1834', 'Nissan', 'GWM', '2020', 'XL132421');
INSERT INTO Taxi VALUES ('HTM2071', 'Marcopolo', 'BYD', '2020', 'TR440394');
INSERT INTO Taxi VALUES ('MYP6849', 'Jaguar', 'Honda', '2023', 'JL613579');
INSERT INTO Taxi VALUES ('KRV1328', 'Honda', 'Volkswagen', '2015', 'ZX754773');
INSERT INTO Taxi VALUES ('GSK1158', 'Citroen', 'BWM', '2021', 'KU693122');
INSERT INTO Taxi VALUES ('WFO4292', 'Renault', 'Jeep', '2018', 'JO337333');
INSERT INTO Taxi VALUES ('TON4891', 'GWM', 'Renault', '2003', 'WO094065');
INSERT INTO Taxi VALUES ('XCS0574', 'BYD', 'Jaguar', '2007', 'BN382679');
INSERT INTO Taxi VALUES ('RSM7423', 'Jeep', 'Jaguar', '2010', 'CK935927');
INSERT INTO Taxi VALUES ('RJC6893', 'BYD', 'BWM', '2019', 'GS012427');
INSERT INTO Taxi VALUES ('ODF7549', 'Citroen', 'Marcopolo', '2024', 'FZ516452');
INSERT INTO Taxi VALUES ('JUU7393', 'Honda', 'Fiat', '2019', 'FX220971');
INSERT INTO Taxi VALUES ('TNC4920', 'Peugeot', 'Citroen', '2000', 'GK116879');
INSERT INTO Taxi VALUES ('FQX7492', 'Fiat', 'Citroen', '2022', 'LJ414878');
INSERT INTO Taxi VALUES ('DKM6888', 'Fiat', 'Citroen', '2008', 'XH304639');
INSERT INTO Taxi VALUES ('KOL4901', 'BWM', 'Peugeot', '2009', 'DE666006');
INSERT INTO Taxi VALUES ('ILW7063', 'Volkswagen', 'Mitsubishi', '2014', 'CO567932');
INSERT INTO Taxi VALUES ('AKP7466', 'Citroen', 'Nissan', '2009', 'VE888395');
INSERT INTO Taxi VALUES ('UWQ4554', 'Citroen', 'Fiat', '2003', 'YB737846');
INSERT INTO Taxi VALUES ('TSK4412', 'Jeep', 'Jaguar', '2000', 'QQ378998');
INSERT INTO Taxi VALUES ('IKX8591', 'BWM', 'Nissan', '2004', 'KJ187562');
INSERT INTO Taxi VALUES ('ROA1876', 'GWM', 'Mitsubishi', '2023', 'WK631567');
INSERT INTO Taxi VALUES ('GGP8428', 'Nissan', 'Honda', '2009', 'SF663668');
INSERT INTO Taxi VALUES ('GSF7914', 'Honda', 'Citroen', '2003', 'SE912106');
INSERT INTO Taxi VALUES ('PTJ1121', 'Marcopolo', 'Volkswagen', '2004', 'MN689781');
INSERT INTO Taxi VALUES ('TMN3084', 'Citroen', 'Renault', '2010', 'OL493540');
INSERT INTO Taxi VALUES ('WIW5256', 'Renault', 'Renault', '2004', 'SM702534');
INSERT INTO Taxi VALUES ('SOC8343', 'Honda', 'Nissan', '2004', 'GC991086');
INSERT INTO Taxi VALUES ('DQW8860', 'Mitsubishi', 'BWM', '2002', 'VW693323');
INSERT INTO Taxi VALUES ('YKS6528', 'Volkswagen', 'Honda', '2020', 'FM701078');
INSERT INTO Taxi VALUES ('XOR9280', 'Citroen', 'Jeep', '2004', 'VF476853');
INSERT INTO Taxi VALUES ('UQX7497', 'BWM', 'Marcopolo', '2016', 'JC946523');
INSERT INTO Taxi VALUES ('NPW3635', 'Suzuki', 'Nissan', '2018', 'ER676917');
INSERT INTO Taxi VALUES ('LTD4026', 'Jaguar', 'Peugeot', '2019', 'MC841467');
INSERT INTO Taxi VALUES ('YHH3355', 'Honda', 'Mitsubishi', '2016', 'MQ331401');
INSERT INTO Taxi VALUES ('AXS9531', 'Volkswagen', 'BWM', '2014', 'DY838409');
INSERT INTO Taxi VALUES ('ZJP8955', 'Mitsubishi', 'Volkswagen', '2016', 'KE767630');
INSERT INTO Taxi VALUES ('TAS7545', 'Citroen', 'Fiat', '2001', 'EU670637');
INSERT INTO Taxi VALUES ('WHV3731', 'Marcopolo', 'Citroen', '2021', 'CP613393');
INSERT INTO Taxi VALUES ('UEF0959', 'Honda', 'BWM', '2018', 'BG171226');
INSERT INTO Taxi VALUES ('RTD1829', 'Citroen', 'Jeep', '2018', 'VQ769044');
INSERT INTO Taxi VALUES ('DNC1117', 'Jaguar', 'Citroen', '2002', 'VL682918');
INSERT INTO Taxi VALUES ('UKP3658', 'Volkswagen', 'Fiat', '2009', 'JF456747');
INSERT INTO Taxi VALUES ('DRP9735', 'Nissan', 'Jeep', '2012', 'DV966485');
INSERT INTO Taxi VALUES ('YEL1292', 'Citroen', 'Volkswagen', '2021', 'PG427285');
INSERT INTO Taxi VALUES ('KPY4915', 'BYD', 'Nissan', '2003', 'XY120774');
INSERT INTO Taxi VALUES ('VIN2907', 'Suzuki', 'Renault', '2012', 'NK337147');
INSERT INTO Taxi VALUES ('BWF5919', 'Fiat', 'GWM', '2007', 'LR658952');
INSERT INTO Taxi VALUES ('KKZ3028', 'BWM', 'Nissan', '2016', 'CW098287');
INSERT INTO Taxi VALUES ('NIE9797', 'Suzuki', 'Jeep', '2017', 'OO483024');
INSERT INTO Taxi VALUES ('QUM2019', 'Fiat', 'Toyota', '2010', 'YY842119');
INSERT INTO Taxi VALUES ('OPF8373', 'Nissan', 'Suzuki', '2015', 'ZO572820');
INSERT INTO Taxi VALUES ('ZFF8154', 'Honda', 'BWM', '2012', 'QL936257');
INSERT INTO Taxi VALUES ('VIQ6143', 'Nissan', 'Suzuki', '2010', 'XV936983');
INSERT INTO Taxi VALUES ('CLA4385', 'Fiat', 'Citroen', '2015', 'FI651172');
INSERT INTO Taxi VALUES ('MJA4081', 'Jeep', 'Suzuki', '2000', 'AK089336');
INSERT INTO Taxi VALUES ('VPP1744', 'BWM', 'Renault', '2000', 'CW004057');
INSERT INTO Taxi VALUES ('MYP9058', 'Mitsubishi', 'Suzuki', '1998', 'LJ969477');
INSERT INTO Taxi VALUES ('MPR7596', 'Peugeot', 'Volkswagen', '2017', 'XT792732');
INSERT INTO Taxi VALUES ('KIH2121', 'Volkswagen', 'BWM', '2016', 'WA259202');
INSERT INTO Taxi VALUES ('QPQ0919', 'BWM', 'Volkswagen', '2015', 'YY336224');
INSERT INTO Taxi VALUES ('WCR3254', 'Nissan', 'Toyota', '2002', 'TK397516');
INSERT INTO Taxi VALUES ('FEX7530', 'Mitsubishi', 'Honda', '2013', 'CS719509');
INSERT INTO Taxi VALUES ('LHO8801', 'Jeep', 'Citroen', '2007', 'XE710490');
INSERT INTO Taxi VALUES ('LPI5935', 'Suzuki', 'Toyota', '1998', 'BF307127');
INSERT INTO Taxi VALUES ('HNS5035', 'Mitsubishi', 'Peugeot', '2002', 'RM380843');
INSERT INTO Taxi VALUES ('YIO1736', 'Jeep', 'Honda', '2001', 'XE415338');
INSERT INTO Taxi VALUES ('CQG7886', 'Peugeot', 'Jaguar', '2021', 'HZ278866');
INSERT INTO Taxi VALUES ('DEQ0271', 'GWM', 'Fiat', '2020', 'PI247806');
INSERT INTO Taxi VALUES ('KUI5637', 'Suzuki', 'BWM', '2018', 'WP315751');
INSERT INTO Taxi VALUES ('CZR0224', 'Citroen', 'Nissan', '2007', 'KM330709');
INSERT INTO Taxi VALUES ('DXR0822', 'BYD', 'GWM', '2003', 'PU664453');
INSERT INTO Taxi VALUES ('RPZ4145', 'Honda', 'Fiat', '2015', 'LV056071');
INSERT INTO Taxi VALUES ('EUV8009', 'Citroen', 'Honda', '2020', 'YY312385');
INSERT INTO Taxi VALUES ('LSJ3437', 'Volkswagen', 'Mitsubishi', '2021', 'WD166204');
INSERT INTO Taxi VALUES ('SOQ0021', 'Renault', 'Marcopolo', '2021', 'YM666109');
INSERT INTO Taxi VALUES ('SIR0519', 'Mitsubishi', 'Nissan', '1998', 'XW597740');
INSERT INTO Taxi VALUES ('RYN1585', 'Nissan', 'Fiat', '2006', 'LJ353704');
INSERT INTO Taxi VALUES ('VPN6374', 'Renault', 'Volkswagen', '2015', 'DE737976');
INSERT INTO Taxi VALUES ('BRA4343', 'Citroen', 'Peugeot', '2000', 'JP464561');
INSERT INTO Taxi VALUES ('TSO8342', 'Jaguar', 'Suzuki', '2014', 'HJ036862');
INSERT INTO Taxi VALUES ('MPU3814', 'Renault', 'Mitsubishi', '2012', 'GD861440');
